# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,2.0744746246436936,4.648025190147602,-0.5453513140212835,0,3.0,0.00006193906470100134,0.0,0.0,0.0
 0.11474190702382515,2.094222287924684,4.647837222736333,-0.5453513140212835,0.3442257210714755,3.0,0.00006193906470100134,0.0,0.0014781222597267819,0.0
 0.16194838619864904,2.113813762514178,4.64765076586281,-0.5452815370736118,0.48584515859594707,2.9999999999999987,0.00010403362996716692,0.0,0.003231085589653256,0.0
 0.1979539100572375,2.133250588707543,4.64746582028536,-0.5451652001443243,0.5938617301717125,3.0000000000000013,0.00014782638800480704,0.0,0.005434864159009291,0.0
 0.22812747353975998,2.152534306800144,4.64728238676231,-0.5450012109256036,0.68438242061928,3.0000000000000018,0.00019330707838682506,0.0,0.00805061990199521,0.0
 0.2545535064281325,2.171666457087348,4.647100466051987,-0.5447884649793018,0.7636605192843976,3.0,0.0002405113329588643,0.0,0.011057662853449413,0.0
 0.27830344531319007,2.1906485798645194,4.646920058912716,-0.5445258461623207,0.8349103359395703,3.000000000000002,0.00028948603405928955,0.0,0.014444658324301758,0.0
 0.30001521813294535,2.2094822154270246,4.646741166102828,-0.5442122270223245,0.9000456543988361,2.9999999999999973,0.0003402575012206795,0.0,0.018205767170829713,0.0
 0.32010542757388066,2.2281689040702295,4.646563788380647,-0.5438464693468297,0.960316282721642,3.0,0.00039289812724613293,0.0,0.022338690045293895,0.0
 0.3388641253349103,2.2467101860895005,4.646387926504501,-0.5434274246118926,1.0165923760047308,2.999999999999997,0.00044741448066614933,0.0,0.02684355002139318,0.0
 0.35650300132665974,2.2651076017802025,4.6462135812327165,-0.542953934561887,1.0695090039799793,3.000000000000003,0.0005038849998201281,0.0,0.03172220980166125,0.0
 0.3731822545669153,2.2833626914377017,4.6460407533236205,-0.5424248317912646,1.1195467637007461,3.0000000000000133,0.0005622987251004863,0.0,0.03697782338182531,0.0
 0.3890266543041904,2.301476995357364,4.645869443535542,-0.5418389403761885,1.1670799629125717,3.000000000000007,0.0006227336069935613,0.0,0.04261452686115852,0.0
 0.4041356760737493,2.319452053834555,4.645699652626805,-0.5411950765621438,1.2124070282212482,3.0,0.0006852122375870491,0.0,0.048637221189761666,0.0
 0.4185901846528674,2.3372894071646417,4.645531381355737,-0.540492049431192,1.2557705539586026,3.0,0.0007497859738309399,0.0,0.05505140089510646,0.0
 0.43245700203671766,2.3549905956429886,4.645364630480666,-0.5397286617082544,1.2973710061101535,3.000000000000012,0.000816470343274683,0.0,0.06186303300210716,0.0
 0.44579212561428533,2.3725571595649617,4.645199400759919,-0.5389037105182881,1.3373763768428566,3.000000000000004,0.0008853136611664487,0.0,0.06907844939765001,0.0
 0.4586430545109049,2.3899906392259274,4.645035692951823,-0.5380159882767902,1.3759291635327153,2.9999999999999956,0.0009563549356856785,0.0,0.07670427041562282,0.0
 0.47105050897044126,2.4072925749212515,4.644873507814704,-0.5370642835347564,1.4131515269113244,3.0000000000000044,0.001029620893183269,0.0,0.08474732989365805,0.0
 0.4830497259366704,2.424464506946299,4.64471284610689,-0.5360473819360538,1.4491491778100118,3.0000000000000044,0.00110515385855477,0.0,0.09321461488504512,0.0
 0.4946714520238558,2.441507975596437,4.644553708586708,-0.5349640672145374,1.4840143560715682,3.000000000000005,0.0011829745871497306,0.0,0.10211321399933539,0.0
 0.505942716104722,2.4584245211670304,4.644396096012484,-0.5338131222134048,1.5178281483141667,3.000000000000005,0.0012631188534365843,0.0,0.11145026814811966,0.0
 0.5168874385615527,2.475215683953446,4.644240009142545,-0.5325933299607843,1.5506623156846588,2.99999999999999,0.0013456254347467321,0.0,0.12123292340315714,0.0
 0.5275269175664632,2.491883004251048,4.64408544873522,-0.5313034748175325,1.58258075269939,2.999999999999979,0.0014305057420520926,0.0,0.13146828994614393,0.0
 0.5378802214652136,2.5084280223552042,4.643932415548834,-0.529942343658671,1.6136406643956414,3.0,0.001517793578641731,0.0,0.14216340331433777,0.0
 0.5479645085433397,2.5248522785612795,4.6437809103417145,-0.5285087270876458,1.6438935256300193,2.999999999999989,0.0016075094794563464,0.0,0.15332518151011987,0.0
 0.557795289975315,2.5411573131646388,4.643630933872188,-0.527001420740202,1.6733858699259456,3.0000000000000226,0.0016996817969759067,0.0,0.16496038994148665,0.0
 0.5673866478455137,2.55734466646065,4.6434824868985825,-0.5254192266058656,1.7021599435365418,3.0,0.001794319430967095,0.0,0.17707560271122372,0.0
 0.5767514172949294,2.5734158787446773,4.643335570179224,-0.5237609544113586,1.7302542518847888,3.0,0.0018914467728312872,0.0,0.18967716452861794,0.0
 0.585901339765596,2.5893724903120874,4.6431901844724415,-0.5220254230614659,1.7577040192967885,3.0,0.001991076887980764,0.0,0.20277115305827004,0.0
 0.5948471927664791,2.605216041458246,4.643046330536558,-0.5202114621333871,1.784541578299438,3.0000000000000124,0.002093219642592042,0.0,0.2163633482291124,0.0
 0.6035989004202644,2.6209480724785186,4.6429040091299045,-0.5183179133626917,1.8107967012607937,2.9999999999999747,0.002197881887101956,0.0,0.2304591812585671,0.0
 0.6121656281654775,2.6365701236682715,4.6427632210108065,-0.5163436323004649,1.836496884496433,3.0,0.0023050723755638756,0.0,0.24506371195334592,0.0
